"","user_id","status_id","created_at","screen_name","text","source","day_created","location"
"27","1331736485603643392","1353554236504588288",2021-01-25 04:04:12,"LecterCannabis","@ModrisJZ @Mediaite It wasn’t about ratings, it was about paychecks. @SalemMediaGrp demanded that its radio show hosts become Trump shills, and still do. As a result, @benshapiro left, @ElishaKrauss was unceremoniously dumped (she saw Trump disaster coming a mile away) and @MedvedSHOW was dropped.","Twitter for iPad","2021-01-25","N/A"
"28","710102721483972609","1353554203298340864",2021-01-25 04:04:04,"OtaconTxt","my father invented vaping but I don't want another nuclear disaster attached to the Emmerich name.","twittbot.net","2021-01-25","animefreak.tv"
"29","1277536023468298241","1353554168594706432",2021-01-25 04:03:56,"LTPShow","There’s only 1 reason why any one voted for Biden “the media”

There’s only one reason why people don’t realize that Biden is a disaster and in just 4 days set a pathway for the destruction of America “the media”

Biden “sucks” 
Communism “sucks”
“Wake the F Up” #ImpeachBiden","Twitter for iPhone","2021-01-25","United States"
"30","2174481686","1353554118477017088",2021-01-25 04:03:44,"IainMulady","@TheGiftedComedy @MichaelYeadon3 Do you reckon having ten times the death rate of your neighbours and watching a national disaster play out would make people of normal mind and emotional state consider taking steps themselves?

Or would you just shrug your shoulders and not care.","Twitter Web App","2021-01-25","N/A"
"31","1327018555448184834","1353554059421220864",2021-01-25 04:03:30,"tomo24267169","SO ITLL BE A COMPLETE DISASTER WITH FOOD","Cheap Bots, Done Quick!","2021-01-25","N/A"
"32","998932465","1353554032091140096",2021-01-25 04:03:23,"Macroscopixel","I will never consider 7, 8, 9 Star Wars movies and will never include them when I watch the saga. Hopefully Mandalorian stays true and far the fuck away from kathleen and Ryan’s fucking disaster and sad excuse for a film.
My condolences for the actors that had to Star in it.","Twitter for iPhone","2021-01-25","N/A"
"33","42788214","1353554031122276353",2021-01-25 04:03:23,"gfp3","<U+2066>@JoeBiden<U+2069> Rescinds Trump Order Keeping China Out of American Power Grid. WHY would ANY American allow #CCP in their tent? Is he taking care of his Pimps? This is a disaster for Americans &amp; not worth however much $ the Biden family makes! https://t.co/gfw877W6Hz","Twitter for iPhone","2021-01-25","Texas, USA"
"34","147445241","1353554026122547200",2021-01-25 04:03:22,"kyumin926","You know just hot to make my heart beat faster
Emotional earthquake, bring on disaster
You hit me head on, got me weak in my knees
Yeah, something inside me has changed <U+0001F3B6>","Twitter for Android","2021-01-25","Dasmariñas, Cavite"
"35","1261047412266881024","1353554024876937218",2021-01-25 04:03:22,"Suzy2313922857","@Amy_Siskind McConnell put unqualified people as judges on court. Looks like a pattern for disaster.","Twitter for Android","2021-01-25","United States"
"36","1286595283040821248","1353553978093658112",2021-01-25 04:03:10,"ThembaSIHLALI1","@MYANC The ANC must institute  disciplinary hearing against Mpumalanga Premier  it's are unacceptable   , she break the disaster management regulations    Stella Ndabeni was charge. no holy cows.","Twitter for Android","2021-01-25","N/A"
"37","1331486263858388992","1353553964822900738",2021-01-25 04:03:07,"FoundFroggy","top ten pictures taken seconds before disaster #talesofthesmp https://t.co/0r5dHMSY71","Twitter Web App","2021-01-25","she/they :D"
"38","249760337","1353553932749041664",2021-01-25 04:03:00,"soloflyght1","@robbowlin86 @Mukeshinrain @Legendary @hbomax 1st of all you don't know WTF you are talking about. 2nd, Godzilla literally saved the world from disaster with the help of the Titans. Kong is just a big ape who was kidnapped from his home and was gaga for a blonde female. Put some respect on Zilla's name!","Twitter Web App","2021-01-25","South Florida"
"39","96288595","1353553918530187264",2021-01-25 04:02:56,"ThirteenJun","@GayOldLady1 @bohica1111 @LyndaPole @KayliedRecords Thats unlikely to be true. Oh my God IS the go 2 when disaster strikes and waaaay too late js","Twitter for Android","2021-01-25","New South Wales, Australia"
"40","1267601812636397568","1353553782110474240",2021-01-25 04:02:24,"michael99516342","@SteveHiltonx @NextRevFNC Thanks for your reporting!  Two observations.  Fauci on tape predicting that Trump would face pandemic. Fauci used same scare scenario or playbook when AIDS was first unveiled to society over 30 years ago.  Sadly, Trump listened to the man.  Now we have unmitigated disaster.","Twitter for iPad","2021-01-25","Scottsdale, AZ"
"41","500966357","1353553767652872192",2021-01-25 04:02:20,"sprtandmovieguy","@Variety Well that’s a massive disaster. 

I don’t think I ever saw a trailer even.","Twitter for iPhone","2021-01-25","N/A"
"42","4483443508","1353553750733058050",2021-01-25 04:02:16,"itshotshit","‘A complete massacre, a horror film’: inside Brazil's Covid disaster https://t.co/Cv97Rg2C0Q","itshotshit","2021-01-25","N/A"
"43","268429193","1353553637323067392",2021-01-25 04:01:49,"williamsantosg3","@Tom_Fowdy How long would it take the UK politicians to realize UK's economic structure is similar to the US and hence is a structural competitor.
In case of China, its economic strucutre is mutual compatible with UK, hence is a structural partner.
UK leads to disaster under such leadership","Twitter Web App","2021-01-25","N/A"
"44","34176512","1353553618276933633",2021-01-25 04:01:45,"LivinGoodLoso","“Your Honor” is disaster <U+0001F633>","Twitter for iPhone","2021-01-25","Nashville, TN"
"45","2484718957","1353553597951164416",2021-01-25 04:01:40,"VicUribe66","@NBCNews It’s not xenophobia, it’s about controlling COVID-19 from total disaster than last year. New strains are popping in a few countries which are very contagious than the old strain. That’s science!","Twitter for iPhone","2021-01-25","Oxnard, CA"
"46","4513088953","1353553539713273856",2021-01-25 04:01:26,"rbc12steps","The President of Mexico is a COVID-denying piece of shit. And now he himself has COVID. AMLO is a goddamn disaster. They have to vote him out next election. Even some of the PRI muppets would at least acknowledge the severity of COVID and the efficacy of masks in prevention.","Twitter Web App","2021-01-25","San Diego, CA"
"47","446799599","1353553519916183552",2021-01-25 04:01:21,"MightyKraken","Gnollbolds are born entrepreneurs. They usually run food vendor carts in big cities and rush around to various events and crowded gatherings. They're the first ones on site at a disaster, selling food to people and generally being a nuisance.","Twitter Web App","2021-01-25","N/A"
"48","1292351476979949568","1353553511385079808",2021-01-25 04:01:19,"dib_27","@DIBtoday The most risky bank ever for me , their proposals are just traps to seize money of the customers and no management to sort out the disaster created by their devious employees, #TAKAFUL  #PHARMACEUTICAL @DIBsupport @AdnanCh88355960 @AdnanChilwan","Twitter for Android","2021-01-25","N/A"
"49","1292351476979949568","1353553353826054144",2021-01-25 04:00:42,"dib_27","@jasalsu @DIBtoday @01_victim @dib_28 @dib_26 @02Victim @dib_06 @52Victim @DibVictim @31_victim @dib_03 @dib_by @LetoumAsma @emaratalyoum @samialreyami @AletihadEconomy @alkhaleej @AlBayanBusiness @AlkhaleejBiz The most risky bank ever for me , their proposals are just traps to seize money of the customers and no management to sort out the disaster created by their devious employees, #TAKAFUL  #PHARMACEUTICAL @DIBsupport @AdnanCh88355960 @AdnanChilwan","Twitter for Android","2021-01-25","N/A"
"50","202456297","1353553480833781760",2021-01-25 04:01:12,"plurmaid_","Tomorrow is gonna be a fucking disaster now I gotta do this alone. Terrified so please send prayers","Twitter for iPhone","2021-01-25","Texas "
"51","3198342701","1353553415029272577",2021-01-25 04:00:56,"RuthNineke","@BrittneyChristy loll. i have never driven, let alone on the snow. i can't even comment on that disaster. but someone said he didn't have 4 wheel drive? <U+0001F937><U+0001F3FD><U+200D><U+2640><U+FE0F><U+0001F926><U+0001F3FD><U+200D><U+2640><U+FE0F><U+0001F923>","Twitter Web App","2021-01-25","N/A"
"52","1353544205365256192","1353553337136898050",2021-01-25 04:00:38,"__h_i_d_d_e_n__","a disaster begging to happen","Twitter for Android","2021-01-25","unknown"
"53","1024145322610647040","1353553202092908546",2021-01-25 04:00:05,"PoeRavenBot","Nameless here for evermore Back into the chamber turning all my soul within me burning Caught from some unhappy master whom unmerciful Disaster Wretch I cried thy God hath lent thee --- by these angels he hath sent thee","Cheap Bots, Done Quick!","2021-01-25","N/A"
"54","262986419","1353553190034296832",2021-01-25 04:00:02,"EastCoastMomof3","@boston25 This is infuriating! Let people who aren’t ‘hesitant’ line up and get vaccinated. @MassGovernor this has been a disaster. Why aren’t we vaccinated 24x7?!?!?","Twitter for iPhone","2021-01-25","The East Coast"
"55","293798985","1353553180219613186",2021-01-25 04:00:00,"ACT_ESA","The 2019-20 Black Summer proved to be the most damaging natural disaster in recent history.
 
In the 12 months since the Orroral Valley fire, we’ve identified a number of areas for improvement, and have worked tirelessly to implement those changes. Watch - https://t.co/gccI0SzozG https://t.co/PCCn38u91Z","TweetDeck","2021-01-25","ACT, Australia"
"56","2224535142","1353553118013874178",2021-01-25 03:59:45,"VisceraKing","Xemnas' attack poses made me laugh and that's entirely why this disaster happened","Twitter for Android","2021-01-25","http://ko-fi.com/starmurmur"
"57","1237282273658990592","1353553091090505730",2021-01-25 03:59:39,"hadyah68932399","The Houthi group is a terrorist group that is not different from ISIS and Al Qaeda only has a permit to operate.
And no matter how the world colludes with it to achieve its interests through it, this group will remain the worst disaster that befell Yemen.

#HouthiTerrorismInYemen","Twitter Web App","2021-01-25","Kuala lumpur Malaysia"
"58","1149831886312812544","1353553086686646272",2021-01-25 03:59:38,"its_okamii","@TenFlea i created a disaster https://t.co/qnJkE4X3p9","Twitter Web App","2021-01-25","<U+2661>"
"59","947949770366074880","1353553071658291200",2021-01-25 03:59:34,"Broncos_1and10","@JoRo_NFL @MileHighReport The Broncos franchise has been a disaster and he would never have realized the success he has in Denver.  The same goes for every FA for the next 3-4 yrs.","Twitter for iPhone","2021-01-25","N/A"
"60","129234489","1353553071452917760",2021-01-25 03:59:34,"FTKL","@JackPosobiec The man is a disaster.","Twitter Web App","2021-01-25","St. Pete Florida, USA"
"61","1094809201933774849","1353553067246022657",2021-01-25 03:59:33,"JackalJester","@keepbobbin political and social collapse usually leaves a vacuum for mutual aid to occur. Happened during the hurricane in NO, along with other disaster zones. It’s been awhile but I’d recommend listening to the podcast “it could happen here” about it","Twitter for iPhone","2021-01-25","N/A"
"62","212304955","1353553057632591872",2021-01-25 03:59:31,"dragonfly_in_ca","@RonFilipkowski Christ, just yank Rittenhouse back into jail until his trial already. I'm shocked he hasn't already done something else stupid but this is a disaster waiting to happen.","Twitter Web App","2021-01-25","deaf in California"
"63","940972121865539585","1353553056080814080",2021-01-25 03:59:31,"NYM3stooges","@andrewmusic21 @JohnMackinAde 100% agree, @andrewmusic21. The Lindor / Carrasco trade was amazing, but this offseason has quickly collapsed since the Creepy Jared Porter disaster. @StevenACohen2 needs to find a way to change the narrative, and fast. Signing Bauer and perhaps trading for Suarez would be great","Twitter for iPhone","2021-01-25","N/A"
"64","492909670","1353553055908847616",2021-01-25 03:59:30,"markeverett1977","@Ian_Fraser @sarashushnow @brexit_sham And how did that work out for you Mr Boris Johnson complete and utter disaster nearly 100,000 dead and counting.
#BorisMustGo 
#BorisTheLiar 
#SaveOurNHS 
#ToryLies 
#RejoinEU 
#NHSPay15","Twitter for iPhone","2021-01-25","United Kingdom"
"65","523720637","1353552973687877637",2021-01-25 03:59:11,"Coach_CoreyC","@Charlie_Burris God I hope he’s right. Would be an epic disaster","Twitter for iPhone","2021-01-25","N/A"
"66","51909995","1353552928863215617",2021-01-25 03:59:00,"lekhawk","@ida_skibenes I have been wondering have they found everybody from the sinkhole disaster?","Twitter for Android","2021-01-25","USA"
"67","1156232890155511809","1353552922764845056",2021-01-25 03:58:59,"TrillTaysom","@tia_t19 @3Girls1Corey @OnePantherPlace congrats on the two participation trophies. still doesn’t make your narrative less moronic, your “challenge” makes zero sense. the SB win was 3 years after a natural disaster - there’s zero correlation. you’re still the clown but preciate the attempt.","Twitter for iPhone","2021-01-25","N/A"
"68","1156232890155511809","1353551793679200257",2021-01-25 03:54:30,"TrillTaysom","@UGANatty @tia_t19 @JustAnotherAJ11 that a fuckin natural disaster helped their chances to win a SB 3 years later??? that’s your narrative? lmfao i can’t even","Twitter for iPhone","2021-01-25","N/A"
"69","1085357852","1353552815793332225",2021-01-25 03:58:33,"usblackmc","I need some good #EscapeFromTarkov streamers to host... every time I host someone it is a disaster! and @9cLUNA has threatened to leak my feet pics!","Twitter Web App","2021-01-25","Tennersee by god"
"70","823839746","1353552744041361408",2021-01-25 03:58:16,"GatorEnginerd","@InTheBleachers Is Perfect Storm a disaster movie?","Twitter for iPhone","2021-01-25","N/A"
"71","1322197532596994049","1353552738358059008",2021-01-25 03:58:15,"Tom5731","@MerikiKO @globalspectator Israel's freedom day coincides with Nakba Day, which is observed on 15 May every year and commemorates the displacement of Palestinians when the Israeli state was founded in the aftermath of the Second World War.

Nakba means disaster.","Twitter Web App","2021-01-25","Marsala"
"72","308250159","1353552639124934656",2021-01-25 03:57:51,"FCAupdate","If safe lending laws are axed, victims of domestic violence, people with mental health problems and people with low financial literacy are at risk of being saddled with debt they'll struggle to repay.

Stop the #DebtDisaster, visit https://t.co/tjfYyT4i58

https://t.co/86Wm6OIitq","Twitter Web App","2021-01-25","Melbourne, Victoria"
"73","801253065684881408","1353552638260994049",2021-01-25 03:57:51,"Seeseerider","@thehill Biden is a Disaster","Twitter for iPad","2021-01-25","N/A"
"74","767070864282120193","1353552630874828805",2021-01-25 03:57:49,"BrushBoricua","@elliott_gr Love to watch your account grow Elliott!
I’m Natalia 22 y/o Cubarican bi disaster. I’m an illustrator (and DnD enthusiast). I’m opening a sticker shop in February and am working on art prints and crafts to make available this year too! https://t.co/IwxLdZjFSk","Twitter for iPhone","2021-01-25","Salem, MA"
"75","853669477","1353552566919983110",2021-01-25 03:57:34,"selinawangtv","A member of an anti-Olympics group in Tokyo tells me: 
""The government is obsessed with hosting the Olympics even though so many have been infected and have died. It's becoming clear during this coronavirus disaster that the Olympics would be sacrificing people's lives."" @CNN https://t.co/5H5BD1fX4G","Twitter for iPhone","2021-01-25","Beijing"
"76","1298103064205774848","1353552376540459009",2021-01-25 03:56:49,"abel_ardel","@jdawsey1 @schwartzbCNBC OMG SHE IS A@DISASTER@WAITING@TO HAPPEN   Pray she does@not@get@elected she is also an anti christ","Twitter for iPhone","2021-01-25","N/A"
"77","2730393815","1353552281589968897",2021-01-25 03:56:26,"Dylan_Dinger","This whole NHL schedule thing is a disaster, I’m sorry, but it is.","Twitter for iPhone","2021-01-25","Busch Stadium"
"78","1321921775790338050","1353552265278222336",2021-01-25 03:56:22,"juuzoszn","@AoTWiki One of the top ten pics that preceded disaster","Twitter for Android","2021-01-25","she/her | 6TEEN"
"79","993199311037988864","1353552260177948673",2021-01-25 03:56:21,"jono_nath","@916_stevo @GemmaTognini @NSWHealth @GladysB No.

There are a multiplicity of factors. None of them can simply be isolated. 

Bangkok, one of the most dense cities in the world, has been challenged by C19 for at least a year. Still is. Any ideas why it's not a disaster zone of contagion? Hint: Thais did things you wouldn't.","Twitter Web App","2021-01-25","C.W. Qld; S.E. Asia "
"80","993199311037988864","1353551346809462784",2021-01-25 03:52:43,"jono_nath","@916_stevo @GemmaTognini @NSWHealth @GladysB Fine?? WHAT have you learnt from the Trump Covid disaster?","Twitter Web App","2021-01-25","C.W. Qld; S.E. Asia "
"81","1046105806230487040","1353552247037243392",2021-01-25 03:56:18,"MAXN4P","ANOTHER #TALESFROMTHESMP THEORY! WHAT IF THERES SOMETHING BIG THATS GONNA HAPPEN LIKE A COMPLETE DISASTER THAT HAPPENS IN THE FUTURE THAT COMPLETELY WHIPES OUT THE SMP EXEPT FOR KARL AND THE REASON HE TRAVELS IS SO HE CAN LEARN MORE ABOUT THIS DISASTER AND SAVE EVERYONE","Twitter for iPhone","2021-01-25","they/them|bipoc|minor"
"82","1157454215557648387","1353552225851887617",2021-01-25 03:56:13,"Mateba_6","haven't ever really posted about it, but the disaster that was CHAZ really shaped my politics into Marxism and Leninism","Twitter for Android","2021-01-25","He/Him"
"83","43648936","1353552223716974592",2021-01-25 03:56:12,"WoofOnTheHoof","How to kill one million American jobs. You go Quid pro quo Joe. Trump will have to return to clean up your coming disaster <U+0001F920>
https://t.co/L0IueoNJkS","Twitter for Android","2021-01-25","Ohio USA"
"84","1020560682","1353552182684119041",2021-01-25 03:56:02,"JessicaMAgnew","@megynkelly Say it loud... the media should be held accountable for a lot of the disaster of 2020!","Twitter for iPhone","2021-01-25","N/A"
"85","73759107","1353552173599059971",2021-01-25 03:56:00,"asherspira","@AnthonySarich @linzcom I agree - in my 20s at the time and had no idea what all this meant. Australian housing is a disaster - brain drain, decreased birth rates, inter generational inequality, displaced families, debt = lower disposable income, we're a pack of clowns when it comes to housing policy.","Twitter Web App","2021-01-25","Sydney, New South Wales"
"86","193886591","1353552139340173313",2021-01-25 03:55:52,"GearReport","Emergency Preparation – Gear You Need For A Natural Disaster https://t.co/htPC3EEQG1","Revive Social App","2021-01-25","Somewhere outside!"
"87","804923574","1353552038559412230",2021-01-25 03:55:28,"PhillyGazz","@MikeTrout I haven't watched much football since the last #Eagles disaster of a game. Just wasn't feeling it.","Twitter for Android","2021-01-25","United States"
"88","46428129","1353552033522069504",2021-01-25 03:55:27,"40runner1","@jonfavs @boltyboy Fauci was a disaster.","Twitter for iPhone","2021-01-25","United States"
"89","2480721254","1353551928966307841",2021-01-25 03:55:02,"LouisJr_253","DONT go down to the protest in tacoma . MAJORITY ARENT EVEN FROM TACOMA. Trust me I understand the anger but this AINT IT. Bullets ain’t got no names . This is the uneducated way to go about it it’s a recipe for disaster. Stay Safe Tacoma https://t.co/tWX9DYhECj","Twitter for iPhone","2021-01-25","5636 S Adams St Tacoma WA "
"90","20202973","1353551924277067776",2021-01-25 03:55:01,"RebeccaCarelli","We’ve all known this for quite some time “Luntz: Cable News Has Become A ""Disaster"" That Is Only ""Preaching To The Choir"" And Frankly, I'm Disgusted And Frightened” https://t.co/W8Vcapr49r","Twitter for iPhone","2021-01-25","Colorado, USA"
"91","1322648429378605056","1353551905465753602",2021-01-25 03:54:56,"SimpsonTravon","@BmoreCityDOT 83 was a disaster last storm. Whole city for that matter. Please do better this time.","Twitter for Android","2021-01-25","Baltimore, MD"
"92","1101912903467364355","1353551903167229953",2021-01-25 03:54:56,"blondecatty","@rmzwo @donwinslow @GOP @SenHawleyPress I clung to the belief there were many more Republicans like me - who couldn’t stand Trump. Clearly I was kidding myself. They’ve sold their souls to a monster. The corruption, incompetence &amp; lies - a complete disaster that we will all suffer from the mess for years to come.","Twitter for iPhone","2021-01-25","N/A"
"93","1312647911205986304","1353551866093842433",2021-01-25 03:54:47,"KaroEdor1","@HenshawKate Disaster approaching warning sound...","Twitter for Android","2021-01-25","N/A"
"94","1297723363364868096","1353551827288133632",2021-01-25 03:54:38,"ethangreywolf","@PrimeHakim @JoeBiden Good luck getting a house in canada retail is a disaster.","Twitter Web App","2021-01-25","Michigan "
"95","1348889296376221696","1353551804563296257",2021-01-25 03:54:32,"Lizzaroona","Top 10 photos taken moments before disaster https://t.co/89eR8WyOdh","Twitter for Android","2021-01-25","Paradis Island"
"96","87395643","1353551683855368192",2021-01-25 03:54:03,"MThistlethwaite","As Australian's insurance premiums skyrocket the Morrison Government has not invested one cent from the Disaster Resilience fund. 
https://t.co/0c6pliQWrS","Twitter Web App","2021-01-25","Sydney, NSW"
"97","1298775357621825537","1353551649420177411",2021-01-25 03:53:55,"w1ttie","@usuario3201 @ScottG305 @POTUS If 70,000 POTENTIAL jobs that hired Non-Americans are gone to save the world from a climate disaster, then fuck those jobs.","Twitter Web App","2021-01-25","N/A"
"98","83282953","1353551648438841349",2021-01-25 03:53:55,"justjoshinyou13","@jbarro It's wise to have spare food on hand in case of disaster even in normal times, and we're clearly still at a slightly elevated risk of something going wrong, even though food supply chains have been resilient.","Twitter for Android","2021-01-25","St Paul, MN"
"99","1506916621","1353551617891688452",2021-01-25 03:53:48,"GougeJordan","The crust was a kind of a disaster but I baked a peanut butter pie on a chocolate crust with chocolate whipped cream and it fucking *whips* https://t.co/mH2kVWokm9","Twitter for iPhone","2021-01-25","Chicago, IL"
"100","32735306","1353551604520263680",2021-01-25 03:53:44,"amylhrock","@pugsandco I have generalized anxiety disorder, but it doesn’t ever embarrass me because when I’m freaking out over something, the imminent disaster is the only thing I’m focused on.","Twitter for iPhone","2021-01-25","Plano, TX USA"
"101","1340632965638963201","1353551468213710848",2021-01-25 03:53:12,"SoldierFar","@Semsem32207920 @CyrilRamaphosa Result the country has plunged, economy 0, starving people, Mugabe's friends and wife incompetent have not been able to manage the country, thieves and corrupt as their friends of the ANC. when they realized the disaster they agreed to reconcile with the whites, finally <U+0001F602><U+0001F602><U+0001F605><U+0001F605>","Twitter Web App","2021-01-25","N/A"
"102","1285026192328921088","1353551446030086144",2021-01-25 03:53:07,"WiIsonProject","Many people are saying this, after Biden's disaster first week. Nobody disagrees.","Twitter for iPhone","2021-01-25","N/A"
